run_key,campaign,method,family,scenario,ratio,variant,execution_profile,status,destination,copy_source,provenance
phase2b_ratio_search_medium|ctgan|boolean|E|R100|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R100
phase2b_ratio_search_medium|ctgan|boolean|E|R10|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,10,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R10/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R10\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R10
phase2b_ratio_search_medium|ctgan|boolean|E|R200|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R200
phase2b_ratio_search_medium|ctgan|boolean|E|R20|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R20
phase2b_ratio_search_medium|ctgan|boolean|E|R500|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R500
phase2b_ratio_search_medium|ctgan|boolean|E|R50|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/R50
phase2b_ratio_search_medium|ctgan|boolean|E|Rfull|BASE,phase2b_ratio_search_medium,ctgan,boolean,E,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/boolean/E/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\boolean\E\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/boolean/E/Rfull
phase2b_ratio_search_medium|ctgan|error|B|R100|BASE,phase2b_ratio_search_medium,ctgan,error,B,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/R100
phase2b_ratio_search_medium|ctgan|error|B|R200|BASE,phase2b_ratio_search_medium,ctgan,error,B,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/R200
phase2b_ratio_search_medium|ctgan|error|B|R20|BASE,phase2b_ratio_search_medium,ctgan,error,B,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/R20
phase2b_ratio_search_medium|ctgan|error|B|R500|BASE,phase2b_ratio_search_medium,ctgan,error,B,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/R500
phase2b_ratio_search_medium|ctgan|error|B|R50|BASE,phase2b_ratio_search_medium,ctgan,error,B,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/R50
phase2b_ratio_search_medium|ctgan|error|B|Rfull|BASE,phase2b_ratio_search_medium,ctgan,error,B,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/B/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\B\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/B/Rfull
phase2b_ratio_search_medium|ctgan|error|D|R100|BASE,phase2b_ratio_search_medium,ctgan,error,D,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/D/R100
phase2b_ratio_search_medium|ctgan|error|D|R200|BASE,phase2b_ratio_search_medium,ctgan,error,D,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/D/R200
phase2b_ratio_search_medium|ctgan|error|D|R500|BASE,phase2b_ratio_search_medium,ctgan,error,D,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/D/R500
phase2b_ratio_search_medium|ctgan|error|D|R50|BASE,phase2b_ratio_search_medium,ctgan,error,D,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/D/R50
phase2b_ratio_search_medium|ctgan|error|D|Rfull|BASE,phase2b_ratio_search_medium,ctgan,error,D,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/error/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\error\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/error/D/Rfull
phase2b_ratio_search_medium|ctgan|time|A|R100|BASE,phase2b_ratio_search_medium,ctgan,time,A,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/R100
phase2b_ratio_search_medium|ctgan|time|A|R200|BASE,phase2b_ratio_search_medium,ctgan,time,A,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/R200
phase2b_ratio_search_medium|ctgan|time|A|R20|BASE,phase2b_ratio_search_medium,ctgan,time,A,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/R20
phase2b_ratio_search_medium|ctgan|time|A|R500|BASE,phase2b_ratio_search_medium,ctgan,time,A,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/R500
phase2b_ratio_search_medium|ctgan|time|A|R50|BASE,phase2b_ratio_search_medium,ctgan,time,A,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/R50
phase2b_ratio_search_medium|ctgan|time|A|Rfull|BASE,phase2b_ratio_search_medium,ctgan,time,A,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/A/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\A\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/A/Rfull
phase2b_ratio_search_medium|ctgan|time|D|R100|BASE,phase2b_ratio_search_medium,ctgan,time,D,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/D/R100
phase2b_ratio_search_medium|ctgan|time|D|R200|BASE,phase2b_ratio_search_medium,ctgan,time,D,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/D/R200
phase2b_ratio_search_medium|ctgan|time|D|R500|BASE,phase2b_ratio_search_medium,ctgan,time,D,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/D/R500
phase2b_ratio_search_medium|ctgan|time|D|R50|BASE,phase2b_ratio_search_medium,ctgan,time,D,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/D/R50
phase2b_ratio_search_medium|ctgan|time|D|Rfull|BASE,phase2b_ratio_search_medium,ctgan,time,D,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/time/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\time\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/time/D/Rfull
phase2b_ratio_search_medium|ctgan|union|D|R100|BASE,phase2b_ratio_search_medium,ctgan,union,D,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/R100
phase2b_ratio_search_medium|ctgan|union|D|R200|BASE,phase2b_ratio_search_medium,ctgan,union,D,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/R200
phase2b_ratio_search_medium|ctgan|union|D|R20|BASE,phase2b_ratio_search_medium,ctgan,union,D,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/R20
phase2b_ratio_search_medium|ctgan|union|D|R500|BASE,phase2b_ratio_search_medium,ctgan,union,D,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/R500
phase2b_ratio_search_medium|ctgan|union|D|R50|BASE,phase2b_ratio_search_medium,ctgan,union,D,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/R50
phase2b_ratio_search_medium|ctgan|union|D|Rfull|BASE,phase2b_ratio_search_medium,ctgan,union,D,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/D/Rfull
phase2b_ratio_search_medium|ctgan|union|F|R100|BASE,phase2b_ratio_search_medium,ctgan,union,F,100,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R100
phase2b_ratio_search_medium|ctgan|union|F|R10|BASE,phase2b_ratio_search_medium,ctgan,union,F,10,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R10/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R10\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R10
phase2b_ratio_search_medium|ctgan|union|F|R200|BASE,phase2b_ratio_search_medium,ctgan,union,F,200,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R200
phase2b_ratio_search_medium|ctgan|union|F|R20|BASE,phase2b_ratio_search_medium,ctgan,union,F,20,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R20
phase2b_ratio_search_medium|ctgan|union|F|R500|BASE,phase2b_ratio_search_medium,ctgan,union,F,500,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R500
phase2b_ratio_search_medium|ctgan|union|F|R50|BASE,phase2b_ratio_search_medium,ctgan,union,F,50,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/R50
phase2b_ratio_search_medium|ctgan|union|F|Rfull|BASE,phase2b_ratio_search_medium,ctgan,union,F,full,BASE,medium,completed,phase2b_ratio_search_medium/ctgan/union/F/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\ctgan\union\F\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/ctgan/union/F/Rfull
phase2b_ratio_search_medium|gan|boolean|D|R100|BASE,phase2b_ratio_search_medium,gan,boolean,D,100,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R100
phase2b_ratio_search_medium|gan|boolean|D|R10|BASE,phase2b_ratio_search_medium,gan,boolean,D,10,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R10/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R10\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R10
phase2b_ratio_search_medium|gan|boolean|D|R200|BASE,phase2b_ratio_search_medium,gan,boolean,D,200,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R200
phase2b_ratio_search_medium|gan|boolean|D|R20|BASE,phase2b_ratio_search_medium,gan,boolean,D,20,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R20
phase2b_ratio_search_medium|gan|boolean|D|R500|BASE,phase2b_ratio_search_medium,gan,boolean,D,500,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R500
phase2b_ratio_search_medium|gan|boolean|D|R50|BASE,phase2b_ratio_search_medium,gan,boolean,D,50,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/R50
phase2b_ratio_search_medium|gan|boolean|D|Rfull|BASE,phase2b_ratio_search_medium,gan,boolean,D,full,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/D/Rfull
phase2b_ratio_search_medium|gan|boolean|E|R100|BASE,phase2b_ratio_search_medium,gan,boolean,E,100,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R100
phase2b_ratio_search_medium|gan|boolean|E|R10|BASE,phase2b_ratio_search_medium,gan,boolean,E,10,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R10/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R10\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R10
phase2b_ratio_search_medium|gan|boolean|E|R200|BASE,phase2b_ratio_search_medium,gan,boolean,E,200,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R200
phase2b_ratio_search_medium|gan|boolean|E|R20|BASE,phase2b_ratio_search_medium,gan,boolean,E,20,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R20
phase2b_ratio_search_medium|gan|boolean|E|R500|BASE,phase2b_ratio_search_medium,gan,boolean,E,500,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R500
phase2b_ratio_search_medium|gan|boolean|E|R50|BASE,phase2b_ratio_search_medium,gan,boolean,E,50,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/R50
phase2b_ratio_search_medium|gan|boolean|E|Rfull|BASE,phase2b_ratio_search_medium,gan,boolean,E,full,BASE,medium,completed,phase2b_ratio_search_medium/gan/boolean/E/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\boolean\E\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/boolean/E/Rfull
phase2b_ratio_search_medium|gan|error|B|R100|BASE,phase2b_ratio_search_medium,gan,error,B,100,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/R100
phase2b_ratio_search_medium|gan|error|B|R200|BASE,phase2b_ratio_search_medium,gan,error,B,200,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/R200
phase2b_ratio_search_medium|gan|error|B|R20|BASE,phase2b_ratio_search_medium,gan,error,B,20,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/R20
phase2b_ratio_search_medium|gan|error|B|R500|BASE,phase2b_ratio_search_medium,gan,error,B,500,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/R500
phase2b_ratio_search_medium|gan|error|B|R50|BASE,phase2b_ratio_search_medium,gan,error,B,50,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/R50
phase2b_ratio_search_medium|gan|error|B|Rfull|BASE,phase2b_ratio_search_medium,gan,error,B,full,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/B/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\B\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/B/Rfull
phase2b_ratio_search_medium|gan|error|D|R100|BASE,phase2b_ratio_search_medium,gan,error,D,100,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/D/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\D\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/D/R100
phase2b_ratio_search_medium|gan|error|D|R200|BASE,phase2b_ratio_search_medium,gan,error,D,200,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/D/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\D\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/D/R200
phase2b_ratio_search_medium|gan|error|D|R500|BASE,phase2b_ratio_search_medium,gan,error,D,500,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/D/R500/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\D\R500\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/D/R500
phase2b_ratio_search_medium|gan|error|D|R50|BASE,phase2b_ratio_search_medium,gan,error,D,50,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/D/R50/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\D\R50\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/D/R50
phase2b_ratio_search_medium|gan|error|D|Rfull|BASE,phase2b_ratio_search_medium,gan,error,D,full,BASE,medium,completed,phase2b_ratio_search_medium/gan/error/D/Rfull/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\error\D\Rfull\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/error/D/Rfull
phase2b_ratio_search_medium|gan|time|A|R100|BASE,phase2b_ratio_search_medium,gan,time,A,100,BASE,medium,completed,phase2b_ratio_search_medium/gan/time/A/R100/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\time\A\R100\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/time/A/R100
phase2b_ratio_search_medium|gan|time|A|R200|BASE,phase2b_ratio_search_medium,gan,time,A,200,BASE,medium,completed,phase2b_ratio_search_medium/gan/time/A/R200/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\time\A\R200\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/time/A/R200
phase2b_ratio_search_medium|gan|time|A|R20|BASE,phase2b_ratio_search_medium,gan,time,A,20,BASE,medium,completed,phase2b_ratio_search_medium/gan/time/A/R20/BASE,H:\My Drive\GAN\final_results_complete\phase2b\gan\time\A\R20\BASE,GAN_SQLi_Colab_run_info_copy_20260714/results_phase2b_smote_gan_ctgan_cpu/phase2b/gan/time/A/R20
